no_space,sci_name,year,pounds_caught
albacoretuna,NA,2000,25210
albacoretuna,NA,2001,38232
albacoretuna,NA,2002,379841
albacoretuna,NA,2003,349040
albacoretuna,NA,2004,16413
albacoretuna,NA,2005,21702
albacoretuna,NA,2006,37169
albacoretuna,NA,2007,13704
albacoretuna,NA,2008,6263
albacoretuna,NA,2009,1364
albacoretuna,NA,2010,22778
albacoretuna,NA,2011,39268
albacoretuna,NA,2012,34479
albacoretuna,NA,2013,53960
albacoretuna,NA,2014,19517
albacoretuna,NA,2015,17538
albacoretuna,NA,2016,6604
albacoretuna,NA,2017,1528
albacoretuna,NA,2018,232
americanshad,alosa sapidissima,2006,2
americanshad,alosa sapidissima,2009,1
armedboxcrab,platymera gaudichaudii,2008,774
armedboxcrab,platymera gaudichaudii,2009,461
armedboxcrab,platymera gaudichaudii,2010,717
armedboxcrab,platymera gaudichaudii,2011,47
armedboxcrab,platymera gaudichaudii,2012,95
armedboxcrab,platymera gaudichaudii,2013,64
armedboxcrab,platymera gaudichaudii,2016,50
armedboxcrab,platymera gaudichaudii,2017,9
armedboxcrab,platymera gaudichaudii,2018,2
arrowtoothflounder,atheresthes stomias,2000,5
arrowtoothflounder,atheresthes stomias,2014,189
aurorarockfish,sebastes aurora,2002,28
aurorarockfish,sebastes aurora,2003,173
aurorarockfish,sebastes aurora,2004,276
aurorarockfish,sebastes aurora,2005,189
aurorarockfish,sebastes aurora,2006,45
aurorarockfish,sebastes aurora,2007,86
aurorarockfish,sebastes aurora,2008,54
aurorarockfish,sebastes aurora,2009,156
aurorarockfish,sebastes aurora,2010,119
aurorarockfish,sebastes aurora,2011,40
aurorarockfish,sebastes aurora,2012,42
aurorarockfish,sebastes aurora,2013,23
aurorarockfish,sebastes aurora,2014,1
aurorarockfish,sebastes aurora,2015,2
aurorarockfish,sebastes aurora,2016,15
aurorarockfish,sebastes aurora,2017,71
aurorarockfish,sebastes aurora,2018,63
bankrockfish,sebastes rufus,2004,22
bankrockfish,sebastes rufus,2005,543
bankrockfish,sebastes rufus,2006,566
bankrockfish,sebastes rufus,2007,118
bankrockfish,sebastes rufus,2008,17
bankrockfish,sebastes rufus,2009,36
bankrockfish,sebastes rufus,2010,107
bankrockfish,sebastes rufus,2011,198
bankrockfish,sebastes rufus,2012,742
bankrockfish,sebastes rufus,2013,374
bankrockfish,sebastes rufus,2014,778
bankrockfish,sebastes rufus,2015,308
bankrockfish,sebastes rufus,2016,61
bankrockfish,sebastes rufus,2017,561
bankrockfish,sebastes rufus,2018,400
barnacle,semibalanus balanoides,2010,125
barnacle,semibalanus balanoides,2014,20
barredsurfperch,amphistichus argenteus,2001,29
barredsurfperch,amphistichus argenteus,2002,202
barredsurfperch,amphistichus argenteus,2003,1383
barredsurfperch,amphistichus argenteus,2004,9359
barredsurfperch,amphistichus argenteus,2005,5166
barredsurfperch,amphistichus argenteus,2006,2956
barredsurfperch,amphistichus argenteus,2007,935
barredsurfperch,amphistichus argenteus,2008,99
barredsurfperch,amphistichus argenteus,2009,31
barredsurfperch,amphistichus argenteus,2010,139
barredsurfperch,amphistichus argenteus,2011,841
barredsurfperch,amphistichus argenteus,2012,640
barredsurfperch,amphistichus argenteus,2013,1303
barredsurfperch,amphistichus argenteus,2014,2973
barredsurfperch,amphistichus argenteus,2015,1584
barredsurfperch,amphistichus argenteus,2016,1972
barredsurfperch,amphistichus argenteus,2017,808
baskingshark,cetorhinus maximus,2000,76
baskingshark,cetorhinus maximus,2004,77
batray,myliobatis californica,2000,88
batray,myliobatis californica,2001,15
batray,myliobatis californica,2003,16
batray,myliobatis californica,2004,209
batray,myliobatis californica,2007,5422
batray,myliobatis californica,2009,577
batray,myliobatis californica,2010,131
batray,myliobatis californica,2012,157
batray,myliobatis californica,2013,120
batray,myliobatis californica,2014,1759
batray,myliobatis californica,2015,12128
batray,myliobatis californica,2016,3949
batray,myliobatis californica,2017,12723
batray,myliobatis californica,2018,60585
batstar,NA,2017,938
bayshrimp,NA,2011,0
bayshrimp,NA,2016,10
bigeyethreshershark,alopias superciliosus,2000,358
bigeyethreshershark,alopias superciliosus,2003,631
bigeyethreshershark,alopias superciliosus,2004,215
bigeyethreshershark,alopias superciliosus,2005,170
bigeyethreshershark,alopias superciliosus,2007,200
bigeyethreshershark,alopias superciliosus,2008,166
bigeyethreshershark,alopias superciliosus,2009,659
bigeyethreshershark,alopias superciliosus,2013,41
bigeyethreshershark,alopias superciliosus,2016,101
bigeyethreshershark,alopias superciliosus,2017,375
bigeyetuna,thunnus obesus,2000,17590
bigeyetuna,thunnus obesus,2001,13890
bigeyetuna,thunnus obesus,2002,12929
bigeyetuna,thunnus obesus,2003,43466
bigeyetuna,thunnus obesus,2004,33386
bigeyetuna,thunnus obesus,2005,19152
bigeyetuna,thunnus obesus,2006,68501
bigeyetuna,thunnus obesus,2007,25480
bigeyetuna,thunnus obesus,2008,48383
bigeyetuna,thunnus obesus,2009,24951
bigeyetuna,thunnus obesus,2010,62219
bigeyetuna,thunnus obesus,2011,66517
bigeyetuna,thunnus obesus,2012,78918
bigeyetuna,thunnus obesus,2013,51449
bigeyetuna,thunnus obesus,2014,69974
bigeyetuna,thunnus obesus,2015,133606
bigeyetuna,thunnus obesus,2016,53524
bigeyetuna,thunnus obesus,2017,42621
bigmouthsole,hippoglossina stomata,2016,1
bigmouthsole,hippoglossina stomata,2017,1
bigskate,raja binoculata,2007,12
bigskate,raja binoculata,2008,123
bigskate,raja binoculata,2009,11
black-and-yellowrockfish,sebastes chrysomelas,2000,34
black-and-yellowrockfish,sebastes chrysomelas,2001,201
black-and-yellowrockfish,sebastes chrysomelas,2002,217
black-and-yellowrockfish,sebastes chrysomelas,2003,125
black-and-yellowrockfish,sebastes chrysomelas,2004,93
black-and-yellowrockfish,sebastes chrysomelas,2005,167
black-and-yellowrockfish,sebastes chrysomelas,2006,30
black-and-yellowrockfish,sebastes chrysomelas,2007,10
black-and-yellowrockfish,sebastes chrysomelas,2008,193
black-and-yellowrockfish,sebastes chrysomelas,2009,312
black-and-yellowrockfish,sebastes chrysomelas,2010,708
black-and-yellowrockfish,sebastes chrysomelas,2011,142
black-and-yellowrockfish,sebastes chrysomelas,2012,85
black-and-yellowrockfish,sebastes chrysomelas,2013,471
black-and-yellowrockfish,sebastes chrysomelas,2014,438
black-and-yellowrockfish,sebastes chrysomelas,2015,420
black-and-yellowrockfish,sebastes chrysomelas,2016,681
black-and-yellowrockfish,sebastes chrysomelas,2017,429
black-and-yellowrockfish,sebastes chrysomelas,2018,311
blackgillrockfish,sebastes melanostomus,2000,17855
blackgillrockfish,sebastes melanostomus,2001,31094
blackgillrockfish,sebastes melanostomus,2002,29530
blackgillrockfish,sebastes melanostomus,2003,55542
blackgillrockfish,sebastes melanostomus,2004,34807
blackgillrockfish,sebastes melanostomus,2005,30767
blackgillrockfish,sebastes melanostomus,2006,35554
blackgillrockfish,sebastes melanostomus,2007,11401
blackgillrockfish,sebastes melanostomus,2008,1022
blackgillrockfish,sebastes melanostomus,2009,36377
blackgillrockfish,sebastes melanostomus,2010,28590
blackgillrockfish,sebastes melanostomus,2011,11542
blackgillrockfish,sebastes melanostomus,2012,18239
blackgillrockfish,sebastes melanostomus,2013,9336
blackgillrockfish,sebastes melanostomus,2014,14696
blackgillrockfish,sebastes melanostomus,2015,6898
blackgillrockfish,sebastes melanostomus,2016,4838
blackgillrockfish,sebastes melanostomus,2017,8640
blackgillrockfish,sebastes melanostomus,2018,4437
blackrockfish,sebastes melanops,2000,489
blackrockfish,sebastes melanops,2001,7
blackrockfish,sebastes melanops,2002,2
blackrockfish,sebastes melanops,2003,543
blackrockfish,sebastes melanops,2004,870
blackrockfish,sebastes melanops,2005,393
blackrockfish,sebastes melanops,2006,11
blackrockfish,sebastes melanops,2009,9
blackrockfish,sebastes melanops,2012,44
blackrockfish,sebastes melanops,2014,1
blackrockfish,sebastes melanops,2016,7
blackrockfish,sebastes melanops,2017,4
blackrockfish,sebastes melanops,2018,39
blacksmith,chromis punctipinnis,2000,17
blacksmith,chromis punctipinnis,2002,14
blacksmith,chromis punctipinnis,2003,1
blacksmith,chromis punctipinnis,2004,1
blacksmith,chromis punctipinnis,2012,17
blacksmith,chromis punctipinnis,2014,16
blacksurfperch,NA,2000,173
blacksurfperch,NA,2002,2
blacksurfperch,NA,2003,1
blacksurfperch,NA,2004,37
blacksurfperch,NA,2005,8
blacksurfperch,NA,2006,3
blacksurfperch,NA,2007,9
blacksurfperch,NA,2008,53
blacksurfperch,NA,2009,9
blacksurfperch,NA,2010,37
blacksurfperch,NA,2011,7
blacksurfperch,NA,2012,74
blacksurfperch,NA,2013,179
blacksurfperch,NA,2014,24
blacksurfperch,NA,2015,3
blacktipshark,carcharhinus limbatus,2008,7
blacktipshark,carcharhinus limbatus,2018,17
bluefintuna,thunnus orientalis,2000,3883
bluefintuna,thunnus orientalis,2001,1189
bluefintuna,thunnus orientalis,2002,968
bluefintuna,thunnus orientalis,2003,1038
bluefintuna,thunnus orientalis,2004,6885
bluefintuna,thunnus orientalis,2005,292
bluefintuna,thunnus orientalis,2006,275
bluefintuna,thunnus orientalis,2007,642
bluefintuna,thunnus orientalis,2008,220
bluefintuna,thunnus orientalis,2009,1330
bluefintuna,thunnus orientalis,2010,277
bluefintuna,thunnus orientalis,2011,12709
bluefintuna,thunnus orientalis,2012,117
bluefintuna,thunnus orientalis,2013,2372
bluefintuna,thunnus orientalis,2014,2515
bluefintuna,thunnus orientalis,2015,1644
bluefintuna,thunnus orientalis,2016,8338
bluefintuna,thunnus orientalis,2017,242
bluefintuna,thunnus orientalis,2018,2652
bluerockfish,sebastes mystinus,2000,328
bluerockfish,sebastes mystinus,2001,177
bluerockfish,sebastes mystinus,2002,794
bluerockfish,sebastes mystinus,2003,367
bluerockfish,sebastes mystinus,2004,276
bluerockfish,sebastes mystinus,2005,389
bluerockfish,sebastes mystinus,2006,624
bluerockfish,sebastes mystinus,2007,171
bluerockfish,sebastes mystinus,2008,762
bluerockfish,sebastes mystinus,2009,631
bluerockfish,sebastes mystinus,2010,83
bluerockfish,sebastes mystinus,2011,53
bluerockfish,sebastes mystinus,2012,128
bluerockfish,sebastes mystinus,2013,386
bluerockfish,sebastes mystinus,2014,1004
bluerockfish,sebastes mystinus,2015,1849
bluerockfish,sebastes mystinus,2016,1534
bluerockfish,sebastes mystinus,2017,2295
bluerockfish,sebastes mystinus,2018,2535
blueshark,isurus oxyrinchus,2000,73
blueshark,isurus oxyrinchus,2002,210
blueshark,isurus oxyrinchus,2003,110
blueshark,isurus oxyrinchus,2009,2120
blueshark,isurus oxyrinchus,2010,84
blueshark,isurus oxyrinchus,2011,56
blueshark,isurus oxyrinchus,2015,22
blueshark,isurus oxyrinchus,2017,37
bocacciorockfish,NA,2000,651
bocacciorockfish,NA,2001,1697
bocacciorockfish,NA,2002,910
bocacciorockfish,NA,2003,830
bocacciorockfish,NA,2004,4255
bocacciorockfish,NA,2005,1278
bocacciorockfish,NA,2006,1602
bocacciorockfish,NA,2007,1851
bocacciorockfish,NA,2008,1481
bocacciorockfish,NA,2009,2168
bocacciorockfish,NA,2010,1716
bocacciorockfish,NA,2011,2448
bocacciorockfish,NA,2012,3291
bocacciorockfish,NA,2013,3354
bocacciorockfish,NA,2014,3865
bocacciorockfish,NA,2015,5574
bocacciorockfish,NA,2016,2982
bocacciorockfish,NA,2017,6562
bocacciorockfish,NA,2018,8307
boxcrab,NA,2000,211
boxcrab,NA,2001,404
boxcrab,NA,2002,212
boxcrab,NA,2003,522
boxcrab,NA,2004,1442
boxcrab,NA,2005,31
boxcrab,NA,2006,1079
boxcrab,NA,2007,255
boxcrab,NA,2008,28
boxcrab,NA,2009,434
boxcrab,NA,2010,592
boxcrab,NA,2011,139
boxcrab,NA,2012,1005
boxcrab,NA,2013,644
boxcrab,NA,2014,584
boxcrab,NA,2015,1606
boxcrab,NA,2016,320
boxcrab,NA,2017,47882
boxcrab,NA,2018,54683
bronzespottedrockfish,sebastes gilli,2006,30
bronzespottedrockfish,sebastes gilli,2007,53
brownrockcrab,NA,2002,7
brownrockcrab,NA,2007,3337
brownrockcrab,NA,2008,5801
brownrockcrab,NA,2009,23602
brownrockcrab,NA,2010,58803
brownrockcrab,NA,2011,59609
brownrockcrab,NA,2012,52458
brownrockcrab,NA,2013,78678
brownrockcrab,NA,2014,289713
brownrockcrab,NA,2015,214665
brownrockcrab,NA,2016,160274
brownrockcrab,NA,2017,108214
brownrockcrab,NA,2018,45560
brownrockfish,sebastes auriculatus,2000,811
brownrockfish,sebastes auriculatus,2001,246
brownrockfish,sebastes auriculatus,2002,168
brownrockfish,sebastes auriculatus,2003,344
brownrockfish,sebastes auriculatus,2004,933
brownrockfish,sebastes auriculatus,2005,351
brownrockfish,sebastes auriculatus,2006,83
brownrockfish,sebastes auriculatus,2007,531
brownrockfish,sebastes auriculatus,2008,664
brownrockfish,sebastes auriculatus,2009,224
brownrockfish,sebastes auriculatus,2010,168
brownrockfish,sebastes auriculatus,2011,472
brownrockfish,sebastes auriculatus,2012,132
brownrockfish,sebastes auriculatus,2013,736
brownrockfish,sebastes auriculatus,2014,547
brownrockfish,sebastes auriculatus,2015,201
brownrockfish,sebastes auriculatus,2016,386
brownrockfish,sebastes auriculatus,2017,122
brownrockfish,sebastes auriculatus,2018,293
brownshark,carcharias taurus,2018,213
brownsmoothhoundshark,NA,2000,3312
brownsmoothhoundshark,NA,2001,4923
brownsmoothhoundshark,NA,2002,4582
brownsmoothhoundshark,NA,2003,2497
brownsmoothhoundshark,NA,2004,3015
brownsmoothhoundshark,NA,2005,5533
brownsmoothhoundshark,NA,2006,3435
brownsmoothhoundshark,NA,2007,922
brownsmoothhoundshark,NA,2008,347
brownsmoothhoundshark,NA,2009,295
brownsmoothhoundshark,NA,2010,457
brownsmoothhoundshark,NA,2011,150
brownsmoothhoundshark,NA,2012,166
brownsmoothhoundshark,NA,2013,247
brownsmoothhoundshark,NA,2014,238
brownsmoothhoundshark,NA,2015,147
brownsmoothhoundshark,NA,2016,271
brownsmoothhoundshark,NA,2017,320
bulletmackerel,auxis rochei,2005,45
bulletmackerel,auxis rochei,2018,47
butterfish(pacific,NA,2018,338
butterfish(pacificpompano),NA,2000,552
butterfish(pacificpompano),NA,2001,4393
butterfish(pacificpompano),NA,2002,6454
butterfish(pacificpompano),NA,2003,6652
butterfish(pacificpompano),NA,2004,867
butterfish(pacificpompano),NA,2005,683
butterfish(pacificpompano),NA,2006,926
butterfish(pacificpompano),NA,2007,5838
butterfish(pacificpompano),NA,2008,2189
butterfish(pacificpompano),NA,2009,1877
butterfish(pacificpompano),NA,2010,3795
butterfish(pacificpompano),NA,2011,613
butterfish(pacificpompano),NA,2012,1972
butterfish(pacificpompano),NA,2013,3761
butterfish(pacificpompano),NA,2014,2994
butterfish(pacificpompano),NA,2015,1063
butterfish(pacificpompano),NA,2016,1187
butterfish(pacificpompano),NA,2017,2079
buttersole,isopsetta isolepis,2006,157
cabezon,scorpaenichthys marmoratus,2000,46906
cabezon,scorpaenichthys marmoratus,2001,26867
cabezon,scorpaenichthys marmoratus,2002,14264
cabezon,scorpaenichthys marmoratus,2003,12141
cabezon,scorpaenichthys marmoratus,2004,11662
cabezon,scorpaenichthys marmoratus,2005,4422
cabezon,scorpaenichthys marmoratus,2006,5517
cabezon,scorpaenichthys marmoratus,2007,5754
cabezon,scorpaenichthys marmoratus,2008,6809
cabezon,scorpaenichthys marmoratus,2009,6604
cabezon,scorpaenichthys marmoratus,2010,9358
cabezon,scorpaenichthys marmoratus,2011,10488
cabezon,scorpaenichthys marmoratus,2012,11819
cabezon,scorpaenichthys marmoratus,2013,12990
cabezon,scorpaenichthys marmoratus,2014,10830
cabezon,scorpaenichthys marmoratus,2015,7053
cabezon,scorpaenichthys marmoratus,2016,5682
cabezon,scorpaenichthys marmoratus,2017,5989
cabezon,scorpaenichthys marmoratus,2018,4140
calicosurfperch,amphistichus koelzi,2015,30
californiabarracuda,NA,2000,9160
californiabarracuda,NA,2001,11424
californiabarracuda,NA,2002,7760
californiabarracuda,NA,2003,15544
californiabarracuda,NA,2004,4168
californiabarracuda,NA,2005,5264
californiabarracuda,NA,2006,1648
californiabarracuda,NA,2007,997
californiabarracuda,NA,2008,9739
californiabarracuda,NA,2009,75441
californiabarracuda,NA,2010,3460
californiabarracuda,NA,2011,9842
californiabarracuda,NA,2012,3612
californiabarracuda,NA,2013,2107
californiabarracuda,NA,2014,1380
californiabarracuda,NA,2015,1053
californiabarracuda,NA,2016,7813
californiabarracuda,NA,2017,487
californiabarracuda,NA,2018,23832
californiahalibut,paralichthys californicus,2000,214357
californiahalibut,paralichthys californicus,2001,285130
californiahalibut,paralichthys californicus,2002,313149
californiahalibut,paralichthys californicus,2003,217815
californiahalibut,paralichthys californicus,2004,200169
californiahalibut,paralichthys californicus,2005,118951
californiahalibut,paralichthys californicus,2006,146078
californiahalibut,paralichthys californicus,2007,155780
californiahalibut,paralichthys californicus,2008,162517
californiahalibut,paralichthys californicus,2009,221842
californiahalibut,paralichthys californicus,2010,180359
californiahalibut,paralichthys californicus,2011,142894
californiahalibut,paralichthys californicus,2012,111496
californiahalibut,paralichthys californicus,2013,94593
californiahalibut,paralichthys californicus,2014,77622
californiahalibut,paralichthys californicus,2015,99977
californiahalibut,paralichthys californicus,2016,125683
californiahalibut,paralichthys californicus,2017,148764
californiahalibut,paralichthys californicus,2018,132923
californializardfish,synodus lucioceps,2000,462
californializardfish,synodus lucioceps,2001,27
californializardfish,synodus lucioceps,2002,31
californializardfish,synodus lucioceps,2003,427
californializardfish,synodus lucioceps,2004,63
californializardfish,synodus lucioceps,2005,393
californializardfish,synodus lucioceps,2006,7574
californializardfish,synodus lucioceps,2007,215
californializardfish,synodus lucioceps,2008,147
californializardfish,synodus lucioceps,2009,571
californializardfish,synodus lucioceps,2010,1840
californializardfish,synodus lucioceps,2011,6097
californializardfish,synodus lucioceps,2012,9935
californializardfish,synodus lucioceps,2013,6111
californializardfish,synodus lucioceps,2014,49691
californializardfish,synodus lucioceps,2015,25802
californializardfish,synodus lucioceps,2016,15422
californializardfish,synodus lucioceps,2017,45688
californializardfish,synodus lucioceps,2018,33025
californiamorayeel,NA,2000,103
californiamorayeel,NA,2001,54
californiamorayeel,NA,2002,265
californiamorayeel,NA,2003,93
californiamorayeel,NA,2004,1363
californiamorayeel,NA,2005,692
californiamorayeel,NA,2006,1
californiamorayeel,NA,2007,1681
californiamorayeel,NA,2009,20
californiamorayeel,NA,2010,3
californiamorayeel,NA,2011,779
californiamorayeel,NA,2012,103
californiamorayeel,NA,2013,564
californiamorayeel,NA,2014,85
californiamorayeel,NA,2015,726
californiamorayeel,NA,2016,377
californiamorayeel,NA,2017,8
californiamorayeel,NA,2018,2073
californiascorpionfish,scorpaena guttata,2000,14969
californiascorpionfish,scorpaena guttata,2001,11189
californiascorpionfish,scorpaena guttata,2002,10825
californiascorpionfish,scorpaena guttata,2003,240
californiascorpionfish,scorpaena guttata,2004,1646
californiascorpionfish,scorpaena guttata,2005,1033
californiascorpionfish,scorpaena guttata,2006,1074
californiascorpionfish,scorpaena guttata,2007,1182
californiascorpionfish,scorpaena guttata,2008,357
californiascorpionfish,scorpaena guttata,2009,189
californiascorpionfish,scorpaena guttata,2010,136
californiascorpionfish,scorpaena guttata,2011,130
californiascorpionfish,scorpaena guttata,2012,484
californiascorpionfish,scorpaena guttata,2013,639
californiascorpionfish,scorpaena guttata,2014,119
californiascorpionfish,scorpaena guttata,2015,400
californiascorpionfish,scorpaena guttata,2016,259
californiascorpionfish,scorpaena guttata,2017,674
californiascorpionfish,scorpaena guttata,2018,291
californiasheephead,semicossyphus pulcher,2000,58647
californiasheephead,semicossyphus pulcher,2001,75999
californiasheephead,semicossyphus pulcher,2002,55648
californiasheephead,semicossyphus pulcher,2003,48672
californiasheephead,semicossyphus pulcher,2004,35695
californiasheephead,semicossyphus pulcher,2005,23046
californiasheephead,semicossyphus pulcher,2006,21771
californiasheephead,semicossyphus pulcher,2007,11927
californiasheephead,semicossyphus pulcher,2008,15528
californiasheephead,semicossyphus pulcher,2009,20537
californiasheephead,semicossyphus pulcher,2010,25140
californiasheephead,semicossyphus pulcher,2011,19191
californiasheephead,semicossyphus pulcher,2012,17455
californiasheephead,semicossyphus pulcher,2013,22324
californiasheephead,semicossyphus pulcher,2014,30307
californiasheephead,semicossyphus pulcher,2015,30515
californiasheephead,semicossyphus pulcher,2016,19289
californiasheephead,semicossyphus pulcher,2017,20555
californiasheephead,semicossyphus pulcher,2018,15018
californiaskate,raja inornata,2000,1779
californiaskate,raja inornata,2008,20
californiaskate,raja inornata,2012,12
californiaskate,raja inornata,2013,13
californiaskate,raja inornata,2015,5
californiaskate,raja inornata,2016,85
californiaskate,raja inornata,2017,32
californiaspinylobster,panulirus interruptus,2000,204106
californiaspinylobster,panulirus interruptus,2001,255043
californiaspinylobster,panulirus interruptus,2002,292828
californiaspinylobster,panulirus interruptus,2003,269727
californiaspinylobster,panulirus interruptus,2004,396350
californiaspinylobster,panulirus interruptus,2005,291488
californiaspinylobster,panulirus interruptus,2006,286945
californiaspinylobster,panulirus interruptus,2007,224316
californiaspinylobster,panulirus interruptus,2008,253609
californiaspinylobster,panulirus interruptus,2009,246263
californiaspinylobster,panulirus interruptus,2010,270644
californiaspinylobster,panulirus interruptus,2011,247583
californiaspinylobster,panulirus interruptus,2012,298081
californiaspinylobster,panulirus interruptus,2013,277889
californiaspinylobster,panulirus interruptus,2014,399258
californiaspinylobster,panulirus interruptus,2015,367853
californiaspinylobster,panulirus interruptus,2016,325448
californiaspinylobster,panulirus interruptus,2017,328496
californiaspinylobster,panulirus interruptus,2018,442582
canaryrockfish,sebastes pinniger,2000,669
canaryrockfish,sebastes pinniger,2001,113
canaryrockfish,sebastes pinniger,2017,1362
canaryrockfish,sebastes pinniger,2018,667
chameleonrockfish,sebastes phillipsi,2001,29
chameleonrockfish,sebastes phillipsi,2011,0
chilipepperrockfish,NA,2000,1468
chilipepperrockfish,NA,2001,234
chilipepperrockfish,NA,2002,146
chilipepperrockfish,NA,2004,163
chilipepperrockfish,NA,2005,331
chilipepperrockfish,NA,2006,83
chilipepperrockfish,NA,2007,241
chilipepperrockfish,NA,2008,122
chilipepperrockfish,NA,2009,531
chilipepperrockfish,NA,2010,257
chilipepperrockfish,NA,2011,96
chilipepperrockfish,NA,2012,370
chilipepperrockfish,NA,2013,652
chilipepperrockfish,NA,2014,625
chilipepperrockfish,NA,2015,293
chilipepperrockfish,NA,2016,130
chilipepperrockfish,NA,2017,326
chilipepperrockfish,NA,2018,615
chinarockfish,sebastes nebulosus,2002,9
chinarockfish,sebastes nebulosus,2005,1
chinarockfish,sebastes nebulosus,2006,10
chinarockfish,sebastes nebulosus,2013,40
chinarockfish,sebastes nebulosus,2016,4
chinarockfish,sebastes nebulosus,2017,1
chinoderms,NA,2001,NA
chinoderms,NA,2002,NA
chinoderms,NA,2003,NA
chinoderms,NA,2017,NA
chinooksalmon,oncorhynchus tshawytscha,2000,1080
chinooksalmon,oncorhynchus tshawytscha,2001,1745
chinooksalmon,oncorhynchus tshawytscha,2002,65520
chinooksalmon,oncorhynchus tshawytscha,2003,899
chinooksalmon,oncorhynchus tshawytscha,2004,9440
chinooksalmon,oncorhynchus tshawytscha,2005,4022
chinooksalmon,oncorhynchus tshawytscha,2006,273
chinooksalmon,oncorhynchus tshawytscha,2007,292
chinooksalmon,oncorhynchus tshawytscha,2011,1339
chinooksalmon,oncorhynchus tshawytscha,2012,8050
chinooksalmon,oncorhynchus tshawytscha,2013,2274
chinooksalmon,oncorhynchus tshawytscha,2014,1393
chinooksalmon,oncorhynchus tshawytscha,2015,7631
chinooksalmon,oncorhynchus tshawytscha,2016,1335
chinooksalmon,oncorhynchus tshawytscha,2017,630
chinooksalmon,oncorhynchus tshawytscha,2018,377
clawscrab,NA,2000,773
clawscrab,NA,2001,2003
clawscrab,NA,2002,3492
clawscrab,NA,2003,3566
clawscrab,NA,2004,2235
clawscrab,NA,2005,1046
clawscrab,NA,2006,660
clawscrab,NA,2007,605
clawscrab,NA,2008,274
clawscrab,NA,2009,315
clawscrab,NA,2010,447
clawscrab,NA,2011,1420
clawscrab,NA,2012,360
clawscrab,NA,2013,924
clawscrab,NA,2014,692
clawscrab,NA,2015,636
clawscrab,NA,2016,517
clawscrab,NA,2017,325
clawscrab,NA,2018,611
colonialinvertebrates,NA,2002,65
copper(whitebelly)rockfish,NA,2004,328
copperrockfish,sebastes caurinus,2000,4734
copperrockfish,sebastes caurinus,2001,6927
copperrockfish,sebastes caurinus,2002,5785
copperrockfish,sebastes caurinus,2003,787
copperrockfish,sebastes caurinus,2004,4166
copperrockfish,sebastes caurinus,2005,2700
copperrockfish,sebastes caurinus,2006,2049
copperrockfish,sebastes caurinus,2007,1123
copperrockfish,sebastes caurinus,2008,1607
copperrockfish,sebastes caurinus,2009,4032
copperrockfish,sebastes caurinus,2010,2840
copperrockfish,sebastes caurinus,2011,2703
copperrockfish,sebastes caurinus,2012,5291
copperrockfish,sebastes caurinus,2013,7683
copperrockfish,sebastes caurinus,2014,7550
copperrockfish,sebastes caurinus,2015,11750
copperrockfish,sebastes caurinus,2016,11178
copperrockfish,sebastes caurinus,2017,8904
copperrockfish,sebastes caurinus,2018,10691
cowcodrockfish,NA,2000,192
cowcodrockfish,NA,2005,3
cowcodrockfish,NA,2009,110
crustaceans,crustacea,2000,NA
crustaceans,crustacea,2004,NA
crustaceans,crustacea,2005,NA
crustaceans,crustacea,2007,NA
crustaceans,crustacea,2008,NA
crustaceans,crustacea,2009,NA
crustaceans,crustacea,2010,NA
crustaceans,crustacea,2011,NA
crustaceans,crustacea,2012,NA
crustaceans,crustacea,2013,NA
crustaceans,crustacea,2014,NA
crustaceans,crustacea,2015,NA
crustaceans,crustacea,2016,NA
crustaceans,crustacea,2017,NA
crustaceans,crustacea,2018,NA
curlfinsole,pleuronichthys decurrens,2017,25
curlfinturbot,NA,2015,5
darkblotchedrockfish,sebastes crameri,2005,89
darkblotchedrockfish,sebastes crameri,2011,3
darkblotchedrockfish,sebastes crameri,2012,5
darkblotchedrockfish,sebastes crameri,2014,255
diamondturbot,pleuronichthys guttulatus,2013,16
dolphin(fish),NA,2000,3063
dolphin(fish),NA,2001,682
dolphin(fish),NA,2002,510
dolphin(fish),NA,2003,1180
dolphin(fish),NA,2004,1513
dolphin(fish),NA,2005,109
dolphin(fish),NA,2006,1678
dolphin(fish),NA,2007,3989
dolphin(fish),NA,2008,2667
dolphin(fish),NA,2009,1174
dolphin(fish),NA,2010,933
dolphin(fish),NA,2011,1956
dolphin(fish),NA,2012,4680
dolphin(fish),NA,2013,969
dolphin(fish),NA,2014,2733
dolphin(fish),NA,2015,1621
dolphin(fish),NA,2016,676
dolphin(fish),NA,2017,243
dolphin(fish),NA,2018,83
doversole,microstomus pacificus,2000,783
doversole,microstomus pacificus,2001,295
doversole,microstomus pacificus,2002,420
doversole,microstomus pacificus,2003,238
doversole,microstomus pacificus,2004,598
doversole,microstomus pacificus,2005,173
doversole,microstomus pacificus,2006,29
doversole,microstomus pacificus,2007,857
doversole,microstomus pacificus,2008,204
doversole,microstomus pacificus,2009,424
doversole,microstomus pacificus,2010,272
doversole,microstomus pacificus,2011,168
doversole,microstomus pacificus,2012,491
doversole,microstomus pacificus,2013,354
doversole,microstomus pacificus,2014,341
doversole,microstomus pacificus,2015,682
doversole,microstomus pacificus,2016,1045
doversole,microstomus pacificus,2017,323
doversole,microstomus pacificus,2018,3753
dungenesscrab,cancer magister,2002,42
dungenesscrab,cancer magister,2004,834
dungenesscrab,cancer magister,2005,1280
dungenesscrab,cancer magister,2006,1032
